clust,num,tissue.subsets,tissue,identity.super,identity.sub,identity.super.short,identity.sub.short,zfin,daniocell.cluster,clust.collapse,ident.gene.1,ident.gene.2,ident.gene.3,roc.1,roc.2,roc.3,roc.4,roc.5,roc.6,wilcox.1,wilcox.2,wilcox.3,wilcox.4,wilcox.5,wilcox.6,
otic.1,1,otic,lateral line,lateral line primordium,mantle cells,lateral line primordium,mantle cells,"ZFA:0000228,ZFA:0009362",otic.1,otic.ct.1,mcama,sfrp1a,lye,tfap2a,mcama,krt18b,sfrp1a,efnb3b,krt8,tfap2a,mcama,pcdh12,efnb3b,fat1b,itga6b,
otic.2,2,otic,otic,otic,macula,otic,macula,ZFA:0000386,otic.2,otic.ct.2,tecta/tectb,mb,aif1l,mb,stm,aif1l,efhd1,tectb,si:ch211-152c2.3,tectb,tecta,mb,ptprz1b,isl2b,pou3f3b,
otic.3,3,otic,otic,otic,vesicle,otic,vesicle,ZFA:0000051,otic.3,otic.ct.3,otomp,stm,NA,si:dkey-151g10.6,rps29,rpl38,rpl37,rpl29,rps21,si:dkey-151g10.6,rps29,rpl38,rpl37,rpl29,rps21,
otic.4,4,otic,lateral line,lateral line primordium,"A/P, D/V support + mantle",lateral line primordium,"A/P, D/V support + mantle","ZFA:0000228,ZFA:0005117,ZFA:0001157,ZFA:0000386",otic.4,otic.ct.1,ovpg1,sost,si:ch73-261i21.5,krt1-c5,si:ch211-103f14.3,epcam,cldnh,spaca4l,zgc:158343,krt1-c5,si:ch211-103f14.3,spaca4l,gbgt1l3,negaly6,si:dkey-205h13.2,
otic.5,5,otic,otic,otic,progenitors,otic,progenitors,"ZFA:0000138,ZFA:0000051",otic.5,otic.ct.5,top2a,cdk1,stmn1a,h3f3a,tubb2b,hmgb2a,stmn1a,mki67,cks1b,top2a,cdk1,ccna2,tpx2,aurkb,mad2l1,
otic.6,6,otic,otic,otic,vesicle (col2a1/coch+),otic,vesicle (col2a1/coch+),ZFA:0000051,otic.6,otic.ct.3,col2a1a,col9a2,matn4,col2a1a,col11a1a,matn4,col9a1a,col9a2,mdka,asip2b,cavin1b,col11a2,matn4,wfdc2,ucmab,
otic.7,7,otic,otic,otic,"hair cells (incl. young, striolar)",otic,"hair cells (incl. young, striolar)",ZFA:0009366,otic.7,otic.ct.7,lhpl5a,tmc2a,myo6b,atp1a3b,atp1b2b,stard15,rbm24a,gipc3,myo6b,kncn,lhfpl5a,tmc2a,CU862020.1,atp1b2b,cacnb3b,
otic.8,8,otic,lateral line,lateral line primordium,central support cells,lateral line primordium,central support cells,"ZFA:0000228,ZFA:0009363",otic.8,otic.ct.8,cbln20,bik,fndc7b,cbln20,si:dkeyp-110c7.4,si:dkey-4p15.5,si:dkey-33m11.8,fndc7b,si:dkey-205h13.2,abca12,adgrg2a,AL954146.1,bik,CABZ01067232.1,cbln18,
otic.9,9,otic,otic,otic,luminal (otomp/otol1a/foxg1c+),otic,luminal (otomp/otol1a/foxg1c+),"ZFA:0000051,ZFA:0007068",otic.9,otic.ct.9,otomp,foxg1c,otop1,otomp,si:ch211-80h18.1,stm,serpine2,agr2,sparc,si:ch211-80h18.1,rspo2,gpx3,sema3e,BX248331.2,foxg1c,
otic.10,10,otic,otic,placode,otic / lateral line,placode,otic / lateral line,"ZFA:0000138,ZFA:0001316,ZFA:0005121,ZFA:0005121",otic.10,otic.ct.5,pax8,pax2a,,zgc:194210,khdrbs1a,cldna,eef1a1l1,oc90,srsf5a,fam20cb,LOC100331480,robo4,sp7,wu:fc01d11,XLOC-001603,
otic.11,11,otic,,putative doublets,otic/neural,putative doublets,otic/neural,,otic.11,,stxbp1,stmn2a,gpm6aa,icn2,cyt1,stmn1b,tuba1c,gpm6aa,pvalb1,snap25b,si:dkey-56f14.7,gpm6ab,stmn2a,stxbp1a,gng3,
otic.12,12,otic,otic,otic,vesicle (col2a1/wnt16/wnt9a+),otic,vesicle (col2a1/wnt16/wnt9a+),ZFA:0000051,otic.12,otic.ct.3,col2a1a,matn4,col9a2,col2a1a,col9a2,col11a1a,matn4,sparc,col9a1a,wnt16,ptx3a,col21a1,avpr2ab,cped1,plekho1a,
otic.13,13,otic,otic,otic,vesicle (col2a1/wnt2/sfrp5a+),otic,vesicle (col2a1/wnt2/sfrp5a+),ZFA:0000051,otic.13,otic.ct.3,cldnh,NA,NA,matn4,sfrp5,col9a2,col2a1a,col11a2,col11a1a,chrna4b,clcn1b,kcnq1,mmel1,esrrb,sb:cb1058,
otic.14,14,otic,lateral line,lateral line primordium,hair cells,lateral line primordium,hair cells,ZFA:0009366,otic.14,otic.ct.14,loxhd1b,lhfpl5b,slc30a10,fthl31,pvalb8,BX511021.1,s100t,txn,anxa5a,loxhd1b,si:ch211-145b13.5,lhfpl5b,BX511021.1,slc30a10,sst6,
otic.15,15,otic,otic,otic,cristae,otic,cristae,"ZFA:0007068,ZFA:0000619,ZFA:0000166,ZFA:0000566",otic.15,otic.ct.15,msx3,zpld1a,dlx5a,zpld1a,cxcl14,dlx5a,aif1l,slc25a22b,znf536,zpld1a,zpld1b,FAM163A,msx3,hhla1,adcy2b,
otic.16,16,otic,otic,otic,luminal (otop1/gdf6a+),otic,luminal (otop1/gdf6a+),"ZFA:0000051,ZFA:0007068",otic.16,otic.ct.9,otomp,gata3,gdf6a,id4,gata3,si:ch211-80h18.1,otomp,stm,gstm.1,gdf6a,cdhr1a,si:ch73-173h19.3,gabra2a,id4,gata3,
otic.17,17,otic,otic,otic,"hair cells (extra-striolar, otofa strong)",otic,"hair cells (extra-striolar, otofa strong)",ZFA:0009366,otic.17,otic.ct.7,otofa,kncn,capga,gapdhs,ckbb,zgc:153867,eno1a,otofa,zgc:153395,capga,zgc:153395,pcsk1,kncn,TMC1,slc4a8,
otic.18,18,otic,,putative doublets,lateral line / skin (fmod+),putative doublets,lateral line / skin (fmod+),,otic.18,,krtt1c19e,s100a10b,fmodb,cfl1l,tmsb1,s100a10b,krt4,krtt1c19e,si:dkey-33c14.3,col17a1a,DSG2,fmodb,mmp30,si:ch1073-406l10.2,zgc:101810,
otic.19,19,otic,otic,otic,neuroblasts,otic,neuroblasts,,otic.19,,neurod4,neurod1,neurog1,neurod4,her4.2,neurod1,h3f3d,si:ch211-222l21.1,XLOC-003692,neurod4,neurog1,neurod1,LOC798783,ebf2,snai1b,
otic.20,20,otic,otic,otic,"hair cells (cabp5b+, cristae)",otic,"hair cells (cabp5b+, cristae)",ZFA:0009366,otic.20,otic.ct.7,otofa,odf3lb2,ano2,s100a1,calm2b,cabp5b,calm1b,calm1a,calml4a,cabp5b,odf3l2b,ano2,si:ch211-222n4.2,s100a1,si:ch1073-90m23.1,
otic.21,21,otic,lateral line,lateral line primordium,central support cells (moxd1l strong),lateral line primordium,central support cells,"ZFA:0000228,ZFA:0009363",otic.21,otic.ct.8,cbln20,cbln18,moxdl1,si:dkeyp-110c7.4,cbln20,krt18b,LOC100536887,si:dkey-4p15.5,cbln18,CABZ01067232.1,cbln18,si:ch211-71m22.1,fndc7b,AL954146.1,zgc:165423,
otic.22,22,otic,otic,otic,luminal (otop1+),otic,luminal (otop1+),"ZFA:0000051,ZFA:0007068",otic.22,otic.ct.9,otomp,matn4,slc4a4b,mt-co2,mt-cyb,COX3,NC-002333.17,mt-nd1,NC-002333.4,mt-co2,mt-cyb,COX3,NC-002333.17,mt-nd1,NC-002333.4,
peri.1,1,periderm,periderm,periderm,caudal fin,periderm,caudal fin,"ZFA:0001185,ZFA:0001179,ZFA:0001058",peri.1,peri.ct.1,krt8,krt97,and2/and3,im:7150988,si:dkey-248g15.3,krt8,krt97,si:dkey-19b23.12,si:ch211-207n23.2,aldob,and2,and3,anxa1a,anxa2a,bambib,
peri.2,2,periderm,periderm,periderm,108-118 hpf,periderm,108-118 hpf,"ZFA:0001185,ZFA:0001179",peri.2,peri.ct.2,krt17,rhcgl1,krt91,krt17,rhcgl1,rpl10a,eef1b2,krt91,hsp90ab1,abat,ahcy,AL929237.1,apoa1b,apoa2,atp5mc3b,
peri.3,3,periderm,periderm,periderm,84-94 hpf,periderm,84-94 hpf,"ZFA:0001185,ZFA:0001179",peri.3,peri.ct.2,krtt1c19e,krt17,NA,krtt1c19e,eevs,selenow1,krt17,cyt1l,si:dkey-16p21.8,cyt1l,eevs,gcshb,krt17,krtt1c19e,selenow1,
peri.4,4,periderm,periderm,periderm,96-106 hpf,periderm,96-106 hpf,"ZFA:0001185,ZFA:0001179",peri.4,peri.ct.2,krt17,krtt1c19e,rhcgl1,eevs,krt17,enosf1,rhcgl1,krtt1c19e,ybx1,actb2,cox7a2l,CR788316.1,CR788316.4,CU914622.2,eef1b2,
peri.5,5,periderm,periderm,periderm,24-46 hpf (incl. hatching gland epithelium),periderm,24-46 hpf (incl. hatching gland epith.),"ZFA:0001185,ZFA:0001179",peri.5,peri.ct.2,duox2,krt4,krt92,aep1,osgn1,ywhaz,cst14b.1,gsnb,hmga1a,adh8b,aep1,agr1,alox12,anxa1c,anxa3a,
peri.6,6,periderm,periderm,periderm,48-70 hpf,periderm,48-70 hpf,"ZFA:0001185,ZFA:0001179",peri.6,peri.ct.2,krt4,cbr1l,krt92,krt4,aep1,gstp1,ponzr4,ponzr3,prdx1,actb1,aep1,agr1,casp3b,cbr1l,cdh26.2,
peri.7,7,periderm,periderm,periderm,36-70 hpf (pabpc1a strong),periderm,36-70 hpf (pabpc1a strong),"ZFA:0001185,ZFA:0001179",peri.7,peri.ct.2,,,pabpc1a,icn,icn2,wu:fb18f06,pabpc1a,aep1,uqcrq,icn,icn2,pabpc1a,wu:fb18f06,aep1,uqcrq,
peri.8,8,periderm,periderm,periderm,108-120 hpf,periderm,108-120 hpf,"ZFA:0001185,ZFA:0001179",peri.8,peri.ct.2,rhcg1l,krt92,NA,rpl37,rpl36,rps29,rpl31,rps28,rpl36a,faua,rpl13a,rpl14,rpl15,rpl17,rpl18,
peri.9,9,periderm,periderm,periderm,"mucous-producing, non-head (later)",periderm,"mucous-producing, non-head (later)","ZFA:0001185,ZFA:0001179,ZFA:0009159",peri.9,peri.ct.9,muc13a,krtt1c19e+,xbp1,si:dkey-239b22.2,tcnbb,ubb,klhl24b,si:dkey-9l20.3,si:dkey-262k9.2,cxcr4b,enosf1,hhla2b.1,klhl24b,LO018605.3,muc13a,
peri.10,10,periderm,periderm,periderm,branchial (krt15/ankrd1a/barx2+),periderm,branchial (krt15/ankrd1a/barx2+),"ZFA:0001185,ZFA:0001179",peri.10,peri.ct.10,ankrd1a,barx2,krt15,zgc:111983,si:dkey-33c14.3,rhbg,pkhd1l1,cldne,ppdpfb,barx2,crip1,ctsl.1,foxc1b,krt15,limch1b,
peri.11,11,periderm,periderm,periderm,"mucous-producing, non-head (earlier)",periderm,"mucous-producing, non-head (earlier)","ZFA:0001185,ZFA:0001179,ZFA:0009159",peri.11,peri.ct.9,muc13a,krtt1c19e+,xbp1,si:dkey-9l20.3,si:dkey-56i24.1,muc13a,sec61b,xbp1,ssr2,adh8b,aldh2.1,bambia,copz2,cst14b.1,CU459056.1,
peri.12,12,periderm,periderm,periderm,proliferating,periderm,proliferating,"ZFA:0001185,ZFA:0001179",peri.12,peri.ct.2,mcm5,cks1b,pcna,pcna,tubb2b,tuba8l4,dut,hmgb2b,h3f3a,arhgef39,asf1ba,asf1bb,atad2,atad5a,aurkb,
peri.13,13,periderm,periderm,periderm,96-118 hpf,periderm,96-118 hpf,"ZFA:0001185,ZFA:0001179",peri.13,peri.ct.2,pcna,mcm2/7,cdca7a,pcna,mcm2,mcm7,si:ch211-156b7.4,eef1b2,selenoh,cdca7a,chtf8,dhfr,dnph1,hells,mcm2,
peri.14,14,periderm,periderm,periderm,"nose? (tkta/oct2/zgc:92380+, earlier)",periderm,"nose? (tkta/oct2/zgc:92380+, earlier)","ZFA:0001185,ZFA:0001179",peri.14,peri.ct.2,tkta,2-Oct,zgc:92380,si:dkey-193p11.2,scel,si:dkey-164f24.2,tkta,mgarp,cckb,mgarp,44836,scel,si:dkey-164f24.2,si:dkey-193p11.2,tkta,
peri.15,15,periderm,periderm,periderm,96-120 hpf,periderm,96-120 hpf,"ZFA:0001185,ZFA:0001179",peri.15,peri.ct.2,ctsh,,,si:dkey-247k7.2,si:ch211-207n23.2,zgc:111983,CU914622.2,zgc:153932,rhcga,ctsh,ctsl.1,ctss2.2,CU914622.2,FO904966.1,ifi46,
peri.16,16,periderm,periderm,periderm,"somitogenesis, uox5/ponzr5+",periderm,"somitogenesis, uox5/ponzr5+",ZFA:0001185,peri.16,peri.ct.2,krt92,krt5,uox,krt92,krt18a.1,ponzr5,krt8,krt5,uox,acer1,acy3.2,adam28,adgrl2a,afap1l2,agpat4,
peri.17,17,periderm,periderm,periderm,proliferating,periderm,proliferating,ZFA:0001185,peri.17,peri.ct.2,tpx2,kpna2,top2a,hmgb2a,cdk1,tuba8l,ube2c,top2a,tubb2b,anln,arhgap11a,arhgap19,arhgef39,armc1l,arpp19b,
peri.18,18,periderm,periderm,periderm,96-120 hpf (mid-trunk enriched),periderm,96-120 hpf (mid-trunk enriched),"ZFA:0001185,ZFA:0001179",peri.18,peri.ct.2,ela2l,ela3l,NA,pvalb1,apoa2,pvalb2,actc1b,apoa1b,prss59.2,prss59.2,prss1,apoa2,CELA1 (1 of many),apoa1b,ctrb1,
peri.19,19,periderm,periderm,periderm,"mucous-producing, head (earlier, fut9d+/krtt1c19e-)",periderm,"mucous, head, early (fut9d+/krtt1c19e-)","ZFA:0001185,ZFA:0001179,ZFA:0009159",peri.19,peri.ct.9,fut9d+,krtt1c19e-,muc13a,ssr3,ssr2,sec61b,si:dkey-9l20.3,ssr4,gale,atp8a1,calr,calr3a,calr3b,dnajb11,fign,
peri.20,20,periderm,periderm,periderm,24-34 hpf,periderm,24-34 hpf,ZFA:0001185,peri.20,peri.ct.2,krt92,ube2c,prc1a,hmgn2,hmga1a,hmgb2a,si:ch73-281n10.2,krt92,lye,he1.3,kmt5ab,prc1a,si:dkey-30c15.10,tp53inp2,tuba1b,
peri.21,21,periderm,,likely doublets,periderm / neural,likely doublets,periderm / neural,,peri.21,,gpm6aa,rtn1a,elavl3,ptmaa,gpm6aa,rtn1a,marcksl1b,ptmab,ckbb,aatkb,adam22,adam23a,adcyap1b,add2,adgrb1a,
peri.22,22,periderm,periderm,periderm,"mucous-producing, head (later, fut9d+/krtt1c19e-)",periderm,"mucous, head, later (fut9d+/krtt1c19e-)","ZFA:0001185,ZFA:0001179,ZFA:0009159",peri.22,peri.ct.9,fut9d+,krtt1c19e-,muc13a,si:dkey-9l20.3,si:dkey-239b22.2,muc13a,tcnbb,si:dkeyp-86h10.3,si:dkey-56i24.1,muc13a,si:dkey-239b22.2,si:dkey-9l20.3,tent5ba,si:dkey-56i24.1,ctgfa,
peri.23,23,periderm,periderm,periderm,"nose? (tkta/oct2/zgc:92380+, later)",periderm,"nose? (tkta/oct2/zgc:92380+, later)","ZFA:0001185,ZFA:0001179",peri.23,peri.ct.2,tkta,gyg1b,zgc:92380,tkta,si:dkey-164f24.2,krt97,zgc:92380,si:dkey-193p11.2,mgarp,ada,AL954191.1,cdaa,cpm,CR356246.1,CU062645.1,
peri.24,24,periderm,,likely doublets,periderm / neural,likely doublets,periderm / neural,,peri.24,,fabp3,her15.1,NA,si:ch211-222l21.1,ptmab,hmgb1b,fabp3,hmgb2b,her15.1,agrn,aif1l,ap1s2,atp1a1b,atp1b4,boc,
peri.25,25,periderm,,likely doublets,periderm / mesenchyme,likely doublets,periderm / mesenchyme,,peri.25,,fut9d+,krtt1c19e-,barx1,sparc,pmp22a,cd81a,marcksl1a,col1a2,mfap2,antxr2a,atoh8,barx1,boc,CABZ01092746.1,cald1a,
peri.26,26,periderm,periderm,periderm,"mucous-producing, head (mid, fut9d+/krtt1c19e-)",periderm,"mucus, head, mid (fut9d+/krtt1c19e-)","ZFA:0001185,ZFA:0001179,ZFA:0009159",peri.26,peri.ct.9,tent5ba,sec61g,tcnbb,si:dkey-9l20.3,tcnbb,sec61g,si:dkey-56i24.1,icn,CR383676.1,si:dkey-9l20.3,si:dkey-56i24.1,si:dkey-239b22.2,tcnbb,tent5ba,sec61g,
peri.27,27,periderm,periderm,periderm,enveloping layer (EVL),periderm,enveloping layer (EVL),ZFA:0000086,peri.27,peri.ct.27,klf17,akap12b,krt5,NC-002333.4,akap12b,ncl,hnrnpub,syncrip,rbm4.3,abtb2b,ackr3b,acp5a,acss2l,adprm,ahcyl2,
peri.28,28,periderm,periderm,periderm,unknown (pharyngeal? cldnh/pvalb8/gfral+),periderm,unknown (pharyngeal? cldnh/pvalb8/gfral+),"ZFA:0001185,ZFA:0001179",peri.28,peri.ct.28,cldnh,pvalb8,gfral,grp,pvalb8,CR759836.1,cldnh,CABZ01073083.1,itpr3,bmp5,BX247868.1,C12orf75,CABZ01073083.1,CABZ01095001.1,cers3b,
peri.29,29,periderm,periderm,periderm,72-82 hpf,periderm,72-82 hpf,"ZFA:0001185,ZFA:0001179",peri.29,peri.ct.2,krtt1c19e,krt17,NA,CABZ01067657.1,krtt1c19e,si:ch1073-190k2.1,CABZ01044023.1,si:ch1073-340i21.3,CABZ01044022.1,CABZ01044023.1,CABZ01044022.1,CABZ01067657.1,krtt1c19e,si:ch1073-190k2.1,si:ch1073-340i21.3,
peri.30,30,periderm,periderm,periderm,lateral line / branchial - associated,periderm,lateral line / branchial - associated,"ZFA:0001185,ZFA:0001179",peri.30,peri.ct.30,krt15,eya2,six2a,krt15,zgc:111983,six2a,pkhd1l1,tuba8l,cd9b,etv4,eya2,mhc2dbb,si:dkey-222f2.1,si:dkey-46i9.1,six2a,
peri.31,31,periderm,,likely doublets,periderm / epidermis,likely doublets,periderm / epidermis,,peri.31,,cldni,cldn1,NA,ptmaa,cotl1,pfn1,sparc,zgc:92380,cldni,actn1,adgrg11,alox5a,ca6,CABZ01056052.1,cldn1,
peri.32,32,periderm,periderm,periderm,enveloping layer (EVL),periderm,enveloping layer (EVL),ZFA:0000086,peri.32,peri.ct.27,sox11a,hspb1,pou5f3,hspb1,si:ch211-152c2.3,polr3gla,npm1a,ncl,hnrnpa0b,acp5a,add3b,aif1l,alox5b.3,apela,arl13a,
pgc.1,1,pgc,pgc,primordial germ cells,14-120 hpf,primordial germ cells,14-120 hpf,ZFA:0009288,pgc.1,pgc.ct.1,nanos3,ddx4,dnd1,calm1a,rps18,NC-002333.4,acin1b,ncl,nop58,calm1a,rps18,NC-002333.4,acin1b,ncl,fbl,
pgc.2,2,pgc,pgc,primordial germ cells,7-12 hpf,primordial germ cells,7-12 hpf,ZFA:0009288,pgc.2,pgc.ct.1,nanos3,ddx4,dnd1,marcksl1a,hnrnpa0l,ewsr1b,golgb1,naga,tma16,marcksl1a,tma16,derl2,golgb1,ftsj3,naga,
pigm.1,1,pigment,xanthophores,xanthophores,36-94 hpf,xanthophores,36-94 hpf,ZFA:0009198,pigm.1,pigm.ct.1,xdh/aox5,,,CABZ01021592.1,gch2,si:dkey-251i10.2,pts,uraha,paics,CABZ01021592.1,si:dkey-251i10.2,gch2,pts,prdx1,uraha,
pigm.2,2,pigment,xanthophores,xanthophores,"48-82 hpf, high hemoglobin",xanthophores,"48-82 hpf, high hemoglobin",ZFA:0009198,pigm.2,pigm.ct.1,xdh/aox5,hbbe1.3,hbbe3,hbbe1.3,CABZ01021592.1,si:dkey-251i10.2,hbae1.1,gch2,uraha,hbbe1.3,hbae1.1,CABZ01021592.1,si:dkey-251i10.2,uraha,gch2,
pigm.3,3,pigment,xanthophores,xanthophores,72-120 hpf,xanthophores,72-120 hpf,ZFA:0009198,pigm.3,pigm.ct.1,xdh/aox5,,,krt18b,CABZ01021592.1,actb2,zgc:110339,krt8,pvalb2,krt18b,aqp3a,CABZ01021592.1,dio3a,actb2,zgc:110339,
pigm.4,4,pigment,melanocytes,melanocytes,36-108 hpf,melanocytes,36-108 hpf,ZFA:0009091,pigm.4,pigm.ct.4,kita/mitfa,pmela/tyr,,tyrp1b,pmela,zgc:91968,dct,tyrp1a,slc45a2,pmela,tyrp1a,zgc:91968,dct,tyrp1b,oca2,
pigm.5,5,pigment,iridophores,iridophores,,iridophores,,ZFA:0009199,pigm.5,pigm.ct.5,pnp4a/lypc,tfec/defbl1,alx4a,defbl1,apoda.1,si:dkey-197i20.6,lypc,gpnmb,si:ch211-243a20.3,akap12a,apoda.1,CABZ01072077.1,defbl1,gpnmb,lypc,
pigm.6,6,pigment,,likely doublets,pigment cells / neural,likely doublets,pigment cells / neural,,pigm.6,,elavl3,gng3,NA,ptmaa,elavl3,stmn1b,tuba1c,gpm6aa,ptmab,csdc2a,elavl3,fez1,gng2,gng3,gpm6aa,
pigm.7,7,pigment,iridophores,iridoblasts,,iridoblasts,,ZFA:0005328,pigm.7,pigm.ct.5,crestin,defbl1,tfec,hmgb2a,hmga1a,hmgn2,h3f3a,hmgb2b,h2afvb,pcna,stmn1a,cks1b,mad2l1,dut,aurkb,
pigm.8,8,pigment,xanthophores,xanthoblasts,72-120 hpf,xanthoblasts,72-120 hpf,ZFA:0005245,pigm.8,pigm.ct.1,pax7a/b,sox10/foxd3,xdh/aox5,inka1b,pax7b,CR383676.1,dio3a,bscl2l,si:ch211-251b21.1,CABZ01030033.1,dio3a,noctb,zgc:92161,LOC110437731,inka1b,
pigm.9,9,pigment,melanocytes,melanoblasts/melanocytes,72-120 hpf,melanoblasts/melanocytes,72-120 hpf,"ZFA:0009249,ZFA:0009091",pigm.9,pigm.ct.4,kita/mitfa,pmela/tyr,foxd3/sox10,pmela,kita,tyrp1b,oca2,slc39a10,zgc:91968,aadac,adora2ab,alkal2b,CDK18,gpr61,hsd20b2,
pigm.10,10,pigment,xanthophores,xanthoblasts,14-34 hpf,xanthoblasts,14-34 hpf,ZFA:0005245,pigm.10,pigm.ct.1,pax7a/b,sox10/foxd3,xdh/aox5,cx30.3,impdh1b,pax7a,rgs2,xbp1,sprb,rgs2,mocs1,cx30.3,XLOC-003678,si:dkeyp-110e4.6,XLOC-001964,
pigm.11,11,pigment,,likely doublets,pigment cells / neural,likely doublets,pigment cells / neural,,pigm.11,,sox3,msi1,dla,si:ch211-222l21.1,hmgb2b,hmgn2,her15.1,ptmab,hmga1a,cldn5a,dla,her12,her4.1,her4.4,LOC798783,
pigm.12,12,pigment,xanthophores,xanthoblasts,36-70 hpf,xanthoblasts,36-70 hpf,ZFA:0005245,pigm.12,pigm.ct.1,pax7a/b,sox10/foxd3,xdh/aox5,slc2a11b,mibp,sprb,CABZ01021592.1,cx30.3,pax7b,XLOC-016325,pon1,xdh,cyb561a3b,mocos,mfsd10,
pigm.13,13,pigment,iridophores,iridophores,maybe stripe (rdh10a high),iridophores,maybe stripe (rdh10a high),ZFA:0009199,pigm.13,pigm.ct.5,pnp4a/lypc,tfec/defbl1,rdh10a,lypc,akap12a,sytl2b,apoda.1,gpnmb,si:dkey-197i20.6,akap12a,clec3ba,csf1a,fhl2a,lypc,plecb,
pigm.14,14,pigment,melanocytes,melanoblasts,72-120 hpf,melanoblasts,72-120 hpf,ZFA:0009249,pigm.14,pigm.ct.4,kita/mitfa,pmela/tyr,foxd3/sox10,dct,tspan36,tyrp1a,tyr,atp6v0ca,slc24a5,slc24a5,pknox1.2,mical3b,AL935199.1,aadac,slc29a3,
pigm.15,15,pigment,iridophores,iridophores,maybe interstripe (rdh5/lgals1l1/drd3/vip+),iridophores,maybe interstripe,ZFA:0009199,pigm.15,pigm.ct.5,pnp4a/lypc,tfec/defbl1,rdh5/lgals1l1/vip/drd3,apoda.1,gpnmb,sytl2b,akap12a,lypc,si:dkey-197i20.6,CU855878.1,dpep2,nucb2b,rdh5,rgs4,sytl2b,
pigm.16,16,pigment,melanocytes,melanoblasts,14-34 hpf,melanoblasts,14-34 hpf,ZFA:0009249,pigm.16,pigm.ct.4,kita/mitfa,pmela/tyr,foxd3/sox10/crestin,msx1b,cdkn1ca,npm1a,hsp90ab1,slc1a3a,fabp3,ednrab,erbb3b,crestin,tmem119b,cdkn1ca,slc1a3a,
pigm.17,17,pigment,iridophores,iridophores,sox8+ / ada2b+ / cyp2k19+ / elovl1a strong,iridophores,sox8/ada2b/cyp2k19+,ZFA:0009199,pigm.17,pigm.ct.5,pnp4a/lypc,tfec/defbl1,sox8/ada2b/cyp2k19/elovl1,elovl1a,apodb,LOC103909099,vat1,acbd7,defbl1,ada2b,apodb,CABZ01055365.1,cyp2k19,cyp4t8,dlx5a,
pigm.18,18,pigment,,likely doublets,pigment cells / neural,likely doublets,pigment cells / neural,,pigm.18,,sfrp1a,aox5,gch2/paics,pmp22a,col1a2,col5a1,sparc,col1a1a,mfap2,col11a1b,col2a1b,col6a1,col6a2,colec12,dcn,
pigm.19,19,pigment,xanthophores,xanthoblasts,"36-70 hpf, dividing",xanthoblasts,"36-70 hpf, dividing",ZFA:0005245,pigm.19,pigm.ct.1,pax7a/b,sox10/foxd3,xdh/aox5,prdx1,hmgb2a,tuba8l4,sprb,tubb2b,akr1b1,cdk1,ube2c,cdca8,si:ch211-69g19.2,top2a,sprb,
pigm.20,20,pigment,,pinealocytes,,pinealocytes,,ZFA:0009284,pigm.20,pigm.ct.20,asmt,pax3a/gpx3,tyr/pmela,si:ch211-39i22.1,rplp2l,rplp1,rpl23,rpl13a,rpl35a,FP236644.1,gpx3,kif26aa,si:ch211-39i22.1,pax3a,gpr17,
pigm.21,21,pigment,,likely doublets,xanthophores / periderm,xanthophores,NA,ZFA:0009198,pigm.21,pigm.ct.1,xdh/aox5,cyt1l/lye,,krt4,cyt1,cyt1l,icn2,si:ch211-195b11.3,wu:fb18f06,ANXA1 (1 of many),anxa3a,XLOC-027129,tmem30b,elovl7b,si:ch73-78o10.1,
pigm.22,22,pigment,xanthophores,xanthophores,"36-94 hpf, high mitochondrial",xanthophores,"36-94 hpf, high mitochondrial",ZFA:0009198,pigm.22,pigm.ct.1,xdh/aox5,,,mt-co2,mt-cyb,COX3,mt-atp6,mt-nd1,NC-002333.4,mt-co2,mt-cyb,COX3,mt-atp6,mt-nd1,NC-002333.4,
pigm.23,23,pigment,,likely doublets,pigment cells / retinal,likely doublets,pigment cells / neural,,pigm.23,,syt5b,vsx1,crx,si:ch73-1a9.3,ptmab,syt5b,ckbb,vsx1,hmgn6,gnb3a,nrn1lb,syt5b,vsx1,cabp2a,cplx4a,
pron.1,1,pronephros,pronephros,proximal convoluted tubule,84-118 hpf,proximal convoluted tubule,84-118 hpf,ZFA:0005290,pron.1,pron.ct.3,slc20a1,slc5a2,,ctsla,slc34a1a,slc26a6l,slc20a1a,lgmn,ctsd,slc26a6l,slc34a1a,slc5a2,slc5a12,slc22a13b,slc7a7,
pron.2,2,pronephros,pronephros,intermediate mesoderm,pronephric,intermediate mesoderm,pronephric,"ZFA:0001206,ZFA:0001070",pron.2,pron.ct.2,tbx16,pax2a/pax8,cdx4/cdx1a,hspb1,NC-002333.4,si:ch73-1a9.3,wu:fb97g03,hnrnpa1b,hmga1a,cdx4,wu:fb97g03,cxcl12a,hspb1,apoc1,tbx16,
pron.3,3,pronephros,pronephros,proximal convoluted tubule,14-58 hpf,proximal convoluted tubule,14-58 hpf,ZFA:0005290,pron.3,pron.ct.3,aqp8b,slc4a2a,slc4a4a,aqp8b,slc4a4a,dio3b,si:dkeyp-27c8.2,fxyd6l,slc4a2a,hmha1a,slc2a1a,si:ch211-202p1.5,dio3b,LOC101883320,slc4a4a,
pron.4,4,pronephros,pronephros,intermediate mesoderm,pronephric,intermediate mesoderm,pronephric,"ZFA:0001206,ZFA:0001070",pron.4,pron.ct.2,pax2/pax8,hnf1ba,lhx1a,hnrnpa0l,h2afvb,si:ch211-222l21.1,foxj1a,eef1a1l1,khdrbs1a,vcana,BX469925.3,fbln1,flvcr1,cxcr4b,XLOC-001964,
